ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name
18.2," Yash Dayal to Obed McCoy, no run, short and at Obed McCoy's right shoulder, who pulls and misses ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Obed McCoy, Yash Dayal,0,0,Short,,,beaten
18.1," Yash Dayal to Riyan Parag, 1 run, very full outside off, jammed out in front of cover ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Riyan Parag, Yash Dayal,1,0,Full,off side,cover,
17.6," Sai Kishore to Obed McCoy, SIX, wow! Obed McCoy has hit that. Crucial runs these for RR. The slogsweep as Obed McCoy swings it flat over deep mid-wicket, wide of the fielder, took it from outside off and hit it well ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Obed McCoy, Sai Kishore,6,0,,wide,mid-wicket,slog shot
17.5," Sai Kishore to Riyan Parag, 1 run, good length on off, punched to long-off ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Riyan Parag, Sai Kishore,1,0,Good,off side,long-off,
17.4," Sai Kishore to Obed McCoy, 1 run, quicker outside off, punched to the sweeper ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Obed McCoy, Sai Kishore,1,0,,off side,sweeper,
17.3," Sai Kishore to Boult, out Caught by Rahul Tewatia!! Sliced straight to long-off. Sai Kishore keeps tossing it up, Boult comes down the track and slices the loft, easy catch for long-off. Boult c Rahul Tewatia b Sai Kishore 11(7) [6s-1] ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Boult, Sai Kishore,out,out,,,straight,
17.2," Sai Kishore to Boult, SIX, thick top-edge as Boult slogs across the line, Miller settles under it at long-on, takes it but doesn't realise where the skirting is, he steps on it and that's six ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Boult, Sai Kishore,6,0,,,long-on,edge
17.1," Sai Kishore to Boult, 2 runs, tossed up outside off, Boult comes down the track and slices it in the air but wide of long-off, they come back for a couple ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Boult, Sai Kishore,2,0,Full toss,off side,long-off,
16.6," Ferguson to Boult, 1 run, good length on middle, Boult with a big mow across the line but mistimes it to mid-on for a single ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Boult, Ferguson,1,0,Good,stump line,mid-on,
16.5," Ferguson to Riyan Parag, 1 run, full on the stumps, flicked to deep mid-wicket ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Riyan Parag, Ferguson,1,0,Full,stump line,mid-wicket,flick shot
16.4," Ferguson to Boult, 1 run, fullish outside off, Boult slaps it to the sweeper ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Boult, Ferguson,1,0,Full,off side,sweeper,
16.3," Ferguson to Riyan Parag, 1 run, off-cutter on off, clipped to deep mid-wicket ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Riyan Parag, Ferguson,1,0,,off side,mid-wicket,cut shot
16.2," Ferguson to Boult, 1 run, good length in-angler on middle and leg, Boult defends it past the diving Ferguson and takes a quick single ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Boult, Ferguson,1,0,Good,stump line,,defend
16.1," Ferguson to Riyan Parag, 1 run, full and angling in on the pads, flicked to deep mid-wicket ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Riyan Parag, Ferguson,1,0,Full,stump line,mid-wicket,flick shot
15.6," Sai Kishore to Boult, no run, tight on off, Boult gets forward to defend it back ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Boult, Sai Kishore,0,0,,off side,,defend
15.5,"Sai Kishore to Ashwin, out Caught by Miller!! Poor from Ashwin. Very poor. Tries to take on the SLA by advancing but doesn't get to the pitch, right off the bottom of the bat as he lofts and Miller at long-on reverse-cups and then tumbles over. Was never going to drop that. Still 25 balls left and RR's soft lower-order has been totally exposed. Ashwin c Miller b Sai Kishore 6(9)",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Ashwin,Sai Kishore,out,out,,,long-on,
15.4," Sai Kishore to Riyan Parag, 1 run, good length on the pads, clipped to deep mid-wicket ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Riyan Parag, Sai Kishore,1,0,Good,stump line,mid-wicket,
15.3," Sai Kishore to Ashwin, 1 run, flat on middle, punched through mid-wicket for a single ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Ashwin, Sai Kishore,1,0,,stump line,mid-wicket,
15.2," Sai Kishore to Riyan Parag, 1 run, good length outside off, Riyan Parag punches to long-off ",1st Inns,Fin,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Lockie Ferguson, Yash Dayal, Mohammed Shami","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Narendra Modi Stadium,Ahmedabad","May 29,2022",Rajasthan Royals have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Hardik Pandya,RR,bat,RR,GT,Riyan Parag, Sai Kishore,1,0,Good,off side,long-off,
