ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team
18.2," Pretorius to Livingstone, FOUR, wild slog across the line. Livingstone standing outside the crease to get closer to the ball. Thick inside edge and it escapes through backward square leg. Beats the fielder in the deep too ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
18.1," Pretorius to Dhawan, 1 run, very full on the stumps, Dhawan flicks behind square. Just a run, over to Livingstone now ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
17.6," Dwayne Bravo to Dhawan, 1 run, look at that dip on the slower ball yorker. Dhawan waited an eternity on the sweep and eventually lost balance. Swung with one hand and it seemed to have gone of the edge of the bat. Great over from DJ. He looks tired ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
17.5," Dwayne Bravo to Livingstone, 1 run, oh Livingstone finished the shot yesterday, the ball arrived today and rolled to the right of the bowler off the bottom of the bat ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
17.5," Dwayne Bravo to Livingstone, wide, oh leg-side freebie, Livingstone swings and misses. Down leg and called a wide. PBKS still searching for their boundary of the over. Been good from Dwayne Bravo thus far ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
17.4," Dwayne Bravo to Dhawan, 1 run, wide yorker, Dhawan can only reach out and drive to deep cover ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
17.3," Dwayne Bravo to Livingstone, 1 run, literally jumped out and waited for the slower ball to come, flicked behind square ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
17.2," Dwayne Bravo to Rajapaksa, out Caught by Shivam Dube at extra cover!! This is high in the airrr, Dube under it and he holds on. PBKS may not be too concerned about this wicket because that will let Livingstone in. But it could be tricky against Bravo because shot making hasn't been easy on this slow pitch. Dwayne Bravo sticks to his slower wide yorker plan, Rajapaksa steps out to loft, toe-ends it high in the air and extra-cover moved to his right to complete the catch. End of an important stay from Rajapaksa. Rajapaksa c Shivam Dube b Dwayne Bravo 42(32) [4s-2 6s-2] ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
17.1," Dwayne Bravo to Dhawan, 1 run, low full toss, slapped wide of long-on. Perfect bounce for Santner to collect on the slide. Shockingly they have just run one run. Poor running from Rajapaksa. Had to comeback. The free-hit giving away just one run ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
17.1," Dwayne Bravo to Dhawan, no ball, oh that's way outside off stump, and the buzzer is off again because the ball landed outside the pitch ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
16.6," Mukesh Choudhary to Dhawan, 1 run, another inside edge onto pad, rolls to backward point. Pretty decent over from Mukesh Choudhary despite a boundary. Just nine of it and CSK won't mind those ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
16.5," Mukesh Choudhary to Dhawan, 2 runs, played the late drive a tad early. Expected a yorker from Mukesh Choudhary, so didn't have much of a backlift. Wanted to loft over cover, got an inside edge that rolls towards mid-on ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
16.4," Mukesh Choudhary to Dhawan, no run, yorker, lovely comeback. Dhawan could just dig it out ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
16.3," Mukesh Choudhary to Dhawan, FOUR, smart again! Moved totally across to the off-side. Mukesh Choudhary was put off and tried to go for a stump line yorker, it's a low full toss and it's scooped nicely over short fine leg ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
16.2," Mukesh Choudhary to Rajapaksa, 1 run, very good yorker on the stumps, Rajapaksa tries to dig it out, gets an inside edge that rolls behind square ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
16.1," Mukesh Choudhary to Dhawan, 1 run, low full toss but Dhawan mistimes the drive along the ground to long-on ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
15.6," Dwayne Bravo to Rajapaksa, no run, very full delivery, Rajapaksa digs it out towards the off-side, Bravo cuts it off ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
15.5," Dwayne Bravo to Dhawan, 1 run, dabbed behind point ",1st Inns,38t,Punjab Kings,Chennai Super Kings,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Bhanuka Rajapaksa, Rishi Dhawan, Kagiso Rabada, Rahul Chahar, Sandeep Sharma, Arshdeep Singh","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Ambati Rayudu, Shivam Dube, Ravindra Jadeja(c), MS Dhoni(w), Mitchell Santner, Dwaine Pretorius, Dwayne Bravo, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 25,2022",Chennai Super Kings have won the toss and have opted to field,Punjab Kings won by 11 runs,Shikhar Dhawan,CSK,field,PBKS,CSK
