ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line
18.3," Siraj to Hetmyer, 2 runs, low full toss outside off, Hetmyer moves across and slices it towards sweeper cover, Willey tumbles as he stops and that allows the pair to scamper back for the second ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Hetmyer, Siraj,2,0,Full,off side
18.2," Siraj to Hetmyer, FOUR, just evades Faf. If he couldn't get there, no one would. Full and misses the yorker length, Hetmyer pumps it flat towards long-off, Faf runs to his right and is airborne as he goes for the catch, fingertip stuff ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Hetmyer, Siraj,4,0,Full,
18.1," Siraj to Hetmyer, no run, nails the wide yorker and just manages to keep it inside the marker, Hetmyer does not get any bat on the drive ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Hetmyer, Siraj,0,0,yorker,wide
17.6," Harshal Patel to Hetmyer, 1 run, off-pace delivery going across, Hetmyer cue-ends the cross-batted shot and picks out extra cover ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Hetmyer, Harshal Patel,1,0,,
17.5," Harshal Patel to Hetmyer, FOUR, smashed! He's been winding up to have a go to cow corner and finally connects with one. On a length and outside off, Hetmyer fetches the heave and hammers it along the ground ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Hetmyer, Harshal Patel,4,0,Good,off side
17.4," Harshal Patel to Buttler, 1 run, another full toss and Buttler can only swipe it straight to deep square leg ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Buttler, Harshal Patel,1,0,Full,
17.3," Harshal Patel to Hetmyer, 1 run, slower short of length delivery, Hetmyer mistimes the slap straight down the ground, long-off tidies up ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Hetmyer, Harshal Patel,1,0,Short,
17.2," Harshal Patel to Buttler, 1 run, he's really struggling for timing, is Buttler. Misses out on a juicy full toss, miscues the heave to deep mid-wicket and is livid with himself ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Buttler, Harshal Patel,1,0,Full,
17.1," Harshal Patel to Hetmyer, 1 run, comes down the track to make his own pace but the shortish length does not allow him, toe-ends the pull to wide long-on, just a single ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Hetmyer, Harshal Patel,1,0,Short,wide
16.6," Siraj to Hetmyer, 1 run, well-directed short ball and Hetmyer pulls it in front of square, Rutherford runs to his right and keeps it to one ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Hetmyer, Siraj,1,0,Short,
16.5," Siraj to Buttler, 1 run, on a length and outside off, Buttler drags the heave off the inner part to deep mid-wicket ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Buttler, Siraj,1,0,Good,off side
16.5," Siraj to Buttler, wide, sees Buttler walk across and aims for the leg-stump yorker, misses and strays down leg ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Buttler, Siraj,wide,1,yorker,wide
16.4," Siraj to Hetmyer, 1 run, full and close to yorker length, Hetmyer drills the drive straight to deep extra cover ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Hetmyer, Siraj,1,0,Full,
16.3," Siraj to Hetmyer, SIX, much needed six for the Royals. Siraj errs in line and pays the price. Length delivery right on the pads and that's easy peasy for Hetmyer, whips it with a strong bottom hand and clears the backward square leg fence ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Hetmyer, Siraj,6,0,Good,stump line
16.2," Siraj to Hetmyer, no run, dug into the surface and angled across the left hander, Hetmyer drags the pull to the left of Siraj and he makes a half stop ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Hetmyer, Siraj,0,0,,
16.1," Siraj to Buttler, 1 run, short of length outside off, Buttler walks across and mistimes the slap to long-off ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Buttler, Siraj,1,0,Short,off side
15.6," Hasaranga to Hetmyer, no run, googly on a shortish length and turning away, Hetmyer cracks the cut straight to cover-point ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Hetmyer, Hasaranga,0,0,Short,
15.5," Hasaranga to Buttler, 1 run, skidding on and not allowing Buttler to time the pull, straight to deep square leg ",1st Inns,13t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Navdeep Saini, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Dinesh Karthik(w), Sherfane Rutherford, Shahbaz Ahmed, Wanindu Hasaranga, David Willey, Harshal Patel, Akash Deep, Mohammed Siraj",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 05,2022",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 4 wkts,Dinesh Karthik,RCB,field,RR,RCB,Buttler, Hasaranga,1,0,,
