ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,runs,extra,ball_length
18.2," Andrew Tye to Manish Pandey, FOUR, had to make a big effort to get to this wide slower ball, and then manufactures remarkable power to cover it over extra-cover. Highly valuable fifty from Manish Pandey. It's given the Sunrisers a score ",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,4,0,
18.1," Andrew Tye to Manish Pandey, no run, low full toss speared in on leg, beats Pandey's bat-swing and smashes him low on the pad ",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,0,0,Full
17.6," Ashwin to Y Pathan, no run, flat and wide, fires this carrom ball well outside off and out of Pathan's arc. Just inside the marker too. Well bowled ",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,0,0,
17.5," Ashwin to Y Pathan, 2 runs, cut away wide of sweeper cover, Pathan makes it back for the second. Good flat throw back to the keeper, but Pathan was quick ",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,2,0,Good
17.4," Ashwin to Y Pathan, 2 runs, played through mid-wicket, in the gap and they come back for two ",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,2,0,
17.3,"Ashwin to Y Pathan, SIX, another one goes down, albeit a much difficult one. Mistimed slog from Pathan, Manoj Tiwary skirts along the square leg boundary, and then tips it over the ropes. His mind was occupied by his proximity to the ropes which made him fluff the chance too",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,6,0,
17.2," Ashwin to Y Pathan, 2 runs, softly cut to point, they rush through for a single. Bad throw from Nair, concedes an overthrow ",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,2,0,
17.1," Ashwin to Manish Pandey, 1 run, works this flat carrom ball through mid-wicket ",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,1,0,
16.6,"Andrew Tye to Manish Pandey, 1 run, dropped! It took an age for the ball to come down from the sky, and it bursts right through Agarwal's hands in the deep. Another big swipe from Pandey which he mistimes to deep mid-wicket. And another repreive",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,1,0,
16.5," Andrew Tye to Manish Pandey, 2 runs, slower back of length delivery outside off, sliced past backward point where Ashwin makes a sloppy effort. Shouldn't have let it go past him, but he does. Gives away two ",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,2,0,Back of Length
16.4," Andrew Tye to Y Pathan, 1 run, back of a length delivery outside off, biffed down the ground. Toe-ender from Pathan, allows long-off to cut it off ",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,1,0,Back of Length
16.3," Andrew Tye to Manish Pandey, 1 run, full ball, Pandey hoicks and gets a thick inside edge onto pad. Lost his shape in going too hard ",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,1,0,Full
16.2," Andrew Tye to Manish Pandey, no run, slower ball outside off, lands in the blockhole and sneaks through Pandey ",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,0,0,
16.1," Andrew Tye to Manish Pandey, no run, completely unbalanced in the crease as he tries slashing this away through point. His feet were in the air. Short of length ball, probably too close for the shot anyway. Beaten ",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,0,0,Short
15.6," Mujeeb to Y Pathan, no run, beaten again. Wonderful from Mujeeb. Bit more flight, making Pathan stretch on the front foot and turns it away from a length ",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,0,0,
15.5," Mujeeb to Y Pathan, no run, prods forward to a length ball which turns away from him, beaten on the edge. Clueless ",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,0,0,Good
15.4," Mujeeb to Y Pathan, no run, again, flat and quick from Mujeeb, pushed Pathan back in the crease and because he's not picking him, he's already forced to defend ",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,0,0,
15.3,"Mujeeb to Y Pathan, no run, walks across in the crease and defends",1st Inns,25t,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): Shikhar Dhawan, Kane Williamson(c), Wriddhiman Saha(w), Manish Pandey, Shakib Al Hasan, Yusuf Pathan, Mohammad Nabi, Rashid Khan, Basil Thampi, Siddarth Kaul, Sandeep Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Mayank Agarwal, Karun Nair, Aaron Finch, Manoj Tiwary, Ravichandran Ashwin(c), Andrew Tye, Barinder Sran, Ankit Rajpoot, Mujeeb Ur Rahman",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 26,2018",Kings XI Punjab have won the toss and have opted to field,Sunrisers Hyderabad won by 13 runs,Ankit Rajpoot,PBKS,field,SRH,PBKS,0,0,
