ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name
18.2," Chahar to Tim David, out Caught by Raina!! The slower leg-cutter deceives David who chips it to extra cover. Back of a length, holds in the pitch while gripping nicely. David is early through the shot. Tim David c Raina b Chahar 1(3) ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,Tim David, Chahar,out,out,Back of Length,,extra cover,cut shot
18.1," Chahar to Tim David, no run, slower leg-cutter turning away from off, David steers it to short third man. Maxwell came charging down, was more than halfway when he had to turn back because David wasn't interested. Bravo's throw misses the stumps ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,Tim David, Chahar,0,0,Short,,short third man,beaten
17.6," Dwayne Bravo to Maxwell, SIX, slower length ball on off, Maxwell collapses his knee, gets in position for a slog-sweep and smokes it over midwicket. Massive hit ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,Maxwell, Dwayne Bravo,6,0,Good,off side,midwicket,slog shot
17.5," Dwayne Bravo to Maxwell, no run, yorker length outside off, Maxwell's fancy reverse-scoop doesn't come off. Doesn't get any bat on it ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,Maxwell, Dwayne Bravo,0,0,yorker,off side,,
17.4," Dwayne Bravo to Maxwell, 2 runs, yorker length on middle, Maxwell squeezes it through midwicket. They charge back for two ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,Maxwell, Dwayne Bravo,2,0,yorker,stump line,midwicket,
17.3," Dwayne Bravo to Tim David, 1 run, short ball above the shoulders, David controls the pull well to deep midwicket ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,Tim David, Dwayne Bravo,1,0,Short,,deep midwicket,pull shot
17.2," Dwayne Bravo to Maxwell, 1 run, slower ball pitched up and slanted across off, Maxwell slices it off the outside half wide of extra cover. One-handed effort from Raina as he dives across to his left but can't get there ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,Maxwell, Dwayne Bravo,1,0,,wide,extra cover,
17.1," Dwayne Bravo to Maxwell, no run, back of a length delivery across off from round the wicket, Maxwell is beaten on the cut ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,Maxwell, Dwayne Bravo,0,0,Back of Length,,,beaten
16.6,"Thakur to Padikkal, out Caught by Rayudu!! Got himself into a pickle there. It was a slower short ball, and Padikkal had already premeditated a scoop. He still goes through with it, despite the lack of pace. All he does is ramp it to short third man. Two in a row for Thakur to finish off his spell. Padikkal c Rayudu b Thakur 70(50) [4s-5 6s-3]",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,Padikkal,Thakur,out,out,Short,,short third man,ramp shot
16.5," Thakur to de Villiers, out Caught by Raina!! Huge wicket. Back of a length outside off, AB throws his hands at it and slices it straight up. Comfortable for Raina at extra cover. Again, the length which has got him the reward is instructive. de Villiers c Raina b Thakur 12(11) [6s-1] ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,de Villiers, Thakur,out,out,Back of Length,off side,straight,
16.4," Thakur to de Villiers, no run, short ball just outside off, beats AB on the pull ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,de Villiers, Thakur,0,0,Short,off side,,pull shot
16.3," Thakur to de Villiers, SIX, that's just not the length to bowl. It's in the slot for AB who whacks it over midwicket. Better off using the pitch more, pulling the length back ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,de Villiers, Thakur,6,0,Slot,,midwicket,pull shot
16.2," Thakur to Padikkal, 1 run, mistimes the pull to deep midwicket ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,Padikkal, Thakur,1,0,,,deep midwicket,pull shot
16.1," Thakur to Padikkal, 2 runs, yorker length just outside off, jammed in front of deep midwicket. Comfortably back for two. Well, as comfortably as the heat allows ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,Padikkal, Thakur,2,0,yorker,off side,deep midwicket,
15.6," Hazlewood to de Villiers, 2 runs, back of a length outside off, AB slaps it through extra cover. It's not exactly racing across the turf and the sweeper cuts it off while they get back for two ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,de Villiers, Hazlewood,2,0,Back of Length,off side,extra cover,cut shot
15.5," Hazlewood to Padikkal, 1 run, lofted drive down to long-off ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,Padikkal, Hazlewood,1,0,,,long-off,off drive
15.4," Hazlewood to Padikkal, SIX, now this is right in the slot. Padikkal clears the front leg and launches it down the ground for a flat six ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,Padikkal, Hazlewood,6,0,Slot,,,
15.3," Hazlewood to de Villiers, leg byes, 1 run, back of a length delivery that skids through and strikes AB on the thigh. Some seem to be holding while this one skidded through. AB still hasn't got it figured ",1st Inns,35t,Royal Challengers Bangalore,Chennai Super Kings,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Tim David, Wanindu Hasaranga, Harshal Patel, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Moeen Ali, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 24,2021",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 6 wkts,Dwayne Bravo,CSK,field,RCB,CSK,de Villiers, Hazlewood,byes,1,Back of Length,,,
